Component #1,Component #2,Component #3,x1,x2,x3,T_melting /K
CHOLINE CHLORIDE,SUCCINIC ACID,-,0.4,0.6,-,379.0
CHOLINE CHLORIDE,D-XYLOSE,-,0.599,0.401,-,379.45
CHOLINE CHLORIDE,CITRIC ACID,-,0.4,0.6,-,379.48
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.894,0.106,-,379.8608
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.233,0.767,-,380.2
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.604,0.396,-,380.75
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.605,0.395,-,380.8658
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),UREA,-,0.9,0.1,-,380.882
CHOLINE CHLORIDE,OXALIC ACID,-,0.65,0.35,-,381.0
BETAINE,D-SORBITOL,-,0.198,0.802,-,381.0
CHOLINE CHLORIDE,ASPIRIN,-,0.101,0.899,-,381.52
CHOLINE CHLORIDE,(3R.4S.5S)-OXANE-2.3.4.5-TETROL,-,0.201,0.799,-,381.58
CHOLINE CHLORIDE,ERYTHRITOL,-,0.199,0.801,-,381.614
CHOLINE CHLORIDE,D-XYLOSE,-,0.201,0.799,-,381.62
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.602,0.398,-,381.7785
TETRAMETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.502,0.498,-,381.95
CHOLINE CHLORIDE,ASPIRIN,-,0.414,0.586,-,382.48
TETRAMETHYLAMMONIUM CHLORIDE,1-TETRADECANOL,-,0.506,0.494,-,382.6
CHOLINE CHLORIDE,MALIC ACID,-,0.2,0.8,-,383.62
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.685,0.315,-,383.65
BETAINE,D-CAMPHOR,-,0.297,0.703,-,384.0
CHOLINE CHLORIDE,CITRIC ACID,-,0.35,0.65,-,384.02
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),LEVULINIC ACID,-,0.901,0.099,-,384.058
BETAINE MONOHYDRATE,GLYCEROL,-,0.251,0.749,-,384.17
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.697,0.303,-,384.2179
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.638,0.362,-,384.361
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.296,0.704,-,385.0
BETAINE,STEARIC ACID,-,0.4,0.6,-,385.0
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.211,0.789,-,385.4
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.348,0.652,-,385.82
TETRAETHYLAMMONIUM BROMIDE,UREA,-,0.67,0.33,-,386.15
CHOLINE CHLORIDE,SUCROSE,-,0.302,0.698,-,386.22
BETAINE,UREA,-,0.38,0.62,-,386.3
CHOLINE CHLORIDE,LACTIC ACID,-,0.653,0.347,-,386.65
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.749,0.251,-,386.68
CHOLINE CHLORIDE,CITRIC ACID,-,0.75,0.25,-,387.12
BENZYLTRIPHENYLPHOSPHONIUM CHLORIDE,TRIFLUOROACETAMIDE,-,0.5,0.5,-,387.58
CHOLINE CHLORIDE,ACETAMINOPHEN,-,0.207,0.793,-,387.82
CHOLINE CHLORIDE,MALIC ACID,-,0.15,0.85,-,387.88
TETRAMETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.49,0.51,-,387.95
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.649,0.351,-,387.98
BETAINE,SALICYLIC ACID,-,0.497,0.503,-,388.5
CHOLINE CHLORIDE,STEARIC ACID,-,0.505,0.495,-,388.62
BETAINE,STEARYL ALCOHOL,-,0.498,0.502,-,389.0
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.688,0.312,-,389.0496
CHOLINE CHLORIDE,ERYTHRITOL,-,0.099,0.901,-,389.462
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.608,0.392,-,390.2066
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.418,0.582,-,390.2066
CHOLINE CHLORIDE,1-TETRADECANOL,-,0.6,0.4,-,390.25
CHOLINE CHLORIDE,KETOPROFEN,-,0.505,0.495,-,390.52
BETAINE MONOHYDRATE,GLYCEROL,-,0.4,0.6,-,390.57
BETAINE,UREA,-,0.1,0.9,-,390.7
TETRAMETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.402,0.598,-,390.85
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.497,0.503,-,391.0046
SULFATHIAZOLE,UREA,-,0.2,0.8,-,391.15
CHOLINE CHLORIDE,D-MANNOSE,-,0.101,0.899,-,391.75
CHOLINE CHLORIDE,MALIC ACID,-,0.101,0.899,-,391.75
BETAINE MONOHYDRATE,GLYCEROL,-,0.5,0.5,-,392.0
CHOLINE CHLORIDE,1.1-DIMETHYLUREA,-,0.38,0.62,-,392.15
TETRAPENTYLAMMONIUM BROMIDE,SUCCINIC ACID,-,0.393,0.607,-,392.174
TETRAETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.593,0.407,-,392.65
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.593,0.407,-,392.85
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.508,0.492,-,393.0992
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.088,0.912,-,393.1
BETAINE MONOHYDRATE,ACETIC ACID,-,0.332,0.668,-,393.15
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.584,0.416,-,393.45
CHOLINE CHLORIDE,CITRIC ACID,-,0.3,0.7,-,393.48
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.592,0.408,-,393.6
CHOLINE CHLORIDE,PALMITIC ACID,-,0.555,0.445,-,393.63
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.3,0.7,-,393.65
BETAINE,D-CAMPHOR,-,0.198,0.802,-,393.8
CHOLINE CHLORIDE,PALMITIC ACID,-,0.554,0.446,-,393.88
CHOLINE CHLORIDE,D-CAMPHOR,-,0.2,0.8,-,394.2
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.586,0.414,-,394.2044
TETRAMETHYLAMMONIUM CHLORIDE,STEARYL ALCOHOL,-,0.597,0.403,-,394.3
CHOLINE CHLORIDE,MALIC ACID,-,0.056,0.944,-,395.18
BETAINE,SALICYLIC ACID,-,0.099,0.901,-,395.4
CHOLINE CHLORIDE,DECANOIC ACID,-,0.592,0.408,-,395.55
CHOLINE CHLORIDE,IBUPROFEN,-,0.613,0.387,-,395.82
CHOLINE CHLORIDE,OXALIC ACID,-,0.7,0.3,-,396.0
BETAINE MONOHYDRATE,ACETIC ACID,-,0.252,0.748,-,396.253
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.649,0.351,-,396.78
DICHLORIDOTIN,CHOLINE CHLORIDE,-,0.608,0.392,-,397.2955
CHOLINE CHLORIDE,CITRIC ACID,-,0.252,0.748,-,397.98
TETRAPROPYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.7,0.3,-,398.05
HYDROQUINONE,L-MENTHOL,-,0.2,0.8,-,398.5
TETRAPROPYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.8,0.2,-,398.65
BETAINE,D-SORBITOL,-,0.299,0.701,-,399.3
CHOLINE CHLORIDE,SUCCINIC ACID,-,0.35,0.65,-,400.0
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.602,0.398,-,400.5567
CHOLINE CHLORIDE,SUCCINIC ACID,-,0.7,0.3,-,402.0
TETRAMETHYLAMMONIUM CHLORIDE,1-HEXADECANOL,-,0.699,0.301,-,402.2
D-GLUCOSE,SUCROSE,-,0.646,0.354,-,402.2723
CHOLINE CHLORIDE,(3R.4S.5S)-OXANE-2.3.4.5-TETROL,-,0.1,0.9,-,402.78
BENZYLTRIPHENYLPHOSPHONIUM CHLORIDE,TRIFLUOROACETAMIDE,-,0.167,0.833,-,403.05
TETRAETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.65,0.35,-,403.28
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.397,0.603,-,403.8725
TETRAPROPYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.7,0.3,-,404.05
CHOLINE CHLORIDE,CITRIC ACID,-,0.2,0.8,-,404.48
CHOLINE CHLORIDE,SUCROSE,-,0.201,0.799,-,404.58
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.252,0.748,-,405.273
CHOLINE CHLORIDE,D-XYLOSE,-,0.102,0.898,-,405.78
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.3,0.7,-,405.8149
D-GLUCOSE,SUCROSE,-,0.701,0.299,-,406.1452
CHOLINE CHLORIDE,LACTIC ACID,-,0.697,0.303,-,406.45
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.113,0.887,-,406.9
BENZYLTRIPHENYLPHOSPHONIUM CHLORIDE,TRIFLUOROACETAMIDE,-,0.333,0.667,-,406.92
TETRAETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.699,0.301,-,407.25
TETRAETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.782,0.218,-,407.664
CHOLINE CHLORIDE,ACETAMINOPHEN,-,0.695,0.305,-,407.92
BETAINE,UREA,-,0.497,0.503,-,408.1
D-GLUCOSE,SUCROSE,-,0.799,0.201,-,408.5658
CHOLINE CHLORIDE,STEARIC ACID,-,0.554,0.446,-,408.6
BETAINE,L-MENTHOL,-,0.598,0.402,-,408.6
BETAINE,STEARIC ACID,-,0.5,0.5,-,410.0
D-GLUCOSE,SUCROSE,-,0.598,0.402,-,410.9864
CHOLINE CHLORIDE,GLYCEROL,-,0.697,0.303,-,411.216
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.201,0.799,-,411.273
CHOLINE CHLORIDE,CITRIC ACID,-,0.15,0.85,-,411.35
DICHLORIDOTIN,CHOLINE CHLORIDE,-,0.801,0.199,-,411.4773
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.201,0.799,-,411.58
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.701,0.299,-,411.75
BETAINE,SALICYLIC ACID,-,0.597,0.403,-,411.8
CHOLINE CHLORIDE,SUCROSE,-,0.7,0.3,-,411.82
BETAINE,D-SORBITOL,-,0.399,0.601,-,412.4
BETAINE MONOHYDRATE,GLYCEROL,-,0.6,0.4,-,412.61
BETAINE,D-CAMPHOR,-,0.397,0.603,-,413.4
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.751,0.249,-,413.48
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.667,0.333,-,413.52
SODIUM LAURATE,DECANOIC ACID,-,0.602,0.398,-,413.691
CHOLINE CHLORIDE,DECANOIC ACID,-,0.642,0.358,-,413.7
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.75,0.25,-,413.78
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.203,0.797,-,414.0698
CHOLINE CHLORIDE,1-TETRADECANOL,-,0.643,0.357,-,414.08
CHOLINE CHLORIDE,THYMOL,-,0.7,0.3,-,414.2
TETRAMETHYLAMMONIUM CHLORIDE,1-TETRADECANOL,-,0.596,0.404,-,414.5
BETAINE,STEARYL ALCOHOL,-,0.598,0.402,-,415.0
TETRAMETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.504,0.496,-,415.05
CHOLINE CHLORIDE,1-HEXADECANOL,-,0.75,0.25,-,415.78
BETAINE,D-CAMPHOR,-,0.099,0.901,-,415.9
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.577,0.423,-,415.95
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.694,0.306,-,416.079
CHOLINE CHLORIDE,D-CAMPHOR,-,0.699,0.301,-,416.7
D-GLUCOSE,SUCROSE,-,0.902,0.098,-,416.7958
CHOLINE CHLORIDE,UREA,-,0.633,0.367,-,417.061
CHOLINE CHLORIDE,MALIC ACID,-,0.7,0.3,-,417.18
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.502,0.498,-,417.2587
CHOLINE CHLORIDE,XYLITOL,-,0.7,0.3,-,417.92
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.104,0.896,-,418.1973
CHOLINE CHLORIDE,ASPIRIN,-,0.499,0.501,-,418.25
CHOLINE CHLORIDE,CITRIC ACID,-,0.102,0.898,-,418.28
CHOLINE CHLORIDE,L-MENTHOL,-,0.7,0.3,-,418.5
CHOLINE CHLORIDE,D-SORBITOL,-,0.698,0.302,-,418.644
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.748,0.252,-,418.65
CHOLINE CHLORIDE,KETOPROFEN,-,0.603,0.397,-,418.68
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.699,0.301,-,418.72
CHOLINE CHLORIDE,PALMITIC ACID,-,0.603,0.397,-,418.85
CHOLINE CHLORIDE,ERYTHRITOL,-,0.666,0.334,-,419.283
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.713,0.287,-,419.55
TETRAPENTYLAMMONIUM BROMIDE,SUCCINIC ACID,-,0.308,0.692,-,419.752
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.713,0.287,-,419.8284
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.699,0.301,-,420.15
D-GLUCOSE,SUCROSE,-,0.548,0.452,-,421.6369
LITHIUM NITRATE,N-METHYLACETAMIDE,-,0.778,0.222,-,421.799
CHOLINE CHLORIDE,1.1-DIMETHYLUREA,-,0.333,0.667,-,422.15
CHOLINE CHLORIDE,CITRIC ACID,-,0.062,0.938,-,423.15
LITHIUM HEXAFLUOROPHOSPHATE,N-METHYLACETAMIDE,-,0.585,0.415,-,423.309
CHOLINE CHLORIDE,LAURIC ACID,-,0.658,0.342,-,423.45
TETRAMETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.499,0.501,-,423.75
BENZYLTRIPHENYLPHOSPHONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.667,0.333,-,424.32
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.701,0.299,-,424.75
CHOLINE CHLORIDE,ACETAMINOPHEN,-,0.101,0.899,-,425.82
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.331,0.669,-,426.0
BETAINE,THYMOL,-,0.598,0.402,-,426.4
CHOLINE CHLORIDE,GLYCEROL,-,0.752,0.248,-,427.432
BETAINE MONOHYDRATE,GLYCEROL,-,0.7,0.3,-,427.54
CHOLINE CHLORIDE,DECANOIC ACID,-,0.675,0.325,-,427.85
BETAINE MONOHYDRATE,GLYCEROL,-,0.8,0.2,-,428.27
D-GLUCOSE,SUCROSE,-,0.501,0.499,-,428.4145
CHOLINE CHLORIDE,(3R.4S.5S)-OXANE-2.3.4.5-TETROL,-,0.699,0.301,-,428.72
TETRAMETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.592,0.408,-,429.25
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.706,0.294,-,429.53
CHOLINE CHLORIDE,D-CAMPHOR,-,0.1,0.9,-,429.6
BETAINE,D-SORBITOL,-,0.498,0.502,-,430.1
TETRAETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.699,0.301,-,431.0
CHOLINE CHLORIDE,SUCROSE,-,0.107,0.893,-,431.45
CHOLINE CHLORIDE,CITRIC ACID,-,0.8,0.2,-,431.68
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.402,0.598,-,432.5083
BETAINE MONOHYDRATE,GLYCEROL,-,0.9,0.1,-,432.51
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.6,0.4,-,432.545
TETRAMETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.598,0.402,-,433.35
TETRAETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.684,0.316,-,433.45
CHOLINE CHLORIDE,STEARIC ACID,-,0.596,0.404,-,433.78
BETAINE,XYLITOL,-,0.55,0.45,-,433.79
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.747,0.253,-,433.921
BETAINE MONOHYDRATE,ACETIC ACID,-,0.5,0.5,-,434.012
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.702,0.298,-,434.182
CHOLINE CHLORIDE,LACTIC ACID,-,0.749,0.251,-,434.82
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.799,0.201,-,435.273
TETRAMETHYLAMMONIUM CHLORIDE,STEARYL ALCOHOL,-,0.702,0.298,-,435.4
BETAINE,UREA,-,0.615,0.385,-,435.5
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.801,0.199,-,435.52
TETRAETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.717,0.283,-,435.85
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.702,0.298,-,436.25
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.702,0.298,-,436.3261
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.5,0.5,-,437.455
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.401,0.599,-,437.455
CHOLINE CHLORIDE,PALMITIC ACID,-,0.652,0.348,-,438.48
BETAINE MONOHYDRATE,PROPYLENE GLYCOL,-,0.899,0.101,-,438.545
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.697,0.303,-,438.7
CHOLINE CHLORIDE,D-MANNOSE,-,0.7,0.3,-,438.88
CHOLINE CHLORIDE,D-XYLOSE,-,0.699,0.301,-,439.22
TETRAPROPYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.8,0.2,-,439.35
D-GLUCOSE,SUCROSE,-,0.403,0.597,-,439.5492
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.305,0.695,-,439.77
BETAINE MONOHYDRATE,PROPIONIC ACID,-,0.504,0.496,-,439.846
CHOLINE CHLORIDE,MALIC ACID,-,0.749,0.251,-,441.62
CHOLINE CHLORIDE,ERYTHRITOL,-,0.688,0.312,-,442.825
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.795,0.205,-,442.9953
BETAINE,STEARIC ACID,-,0.6,0.4,-,443.0
TETRAETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.905,0.095,-,443.053
CHOLINE CHLORIDE,IBUPROFEN,-,0.695,0.305,-,443.15
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.795,0.205,-,443.25
CHOLINE CHLORIDE,PALMITIC ACID,-,0.673,0.327,-,443.48
TETRAPENTYLAMMONIUM BROMIDE,SUCCINIC ACID,-,0.166,0.834,-,443.602
CHOLINE CHLORIDE,STEARIC ACID,-,0.65,0.35,-,443.85
CHOLINE CHLORIDE,1-TETRADECANOL,-,0.711,0.289,-,443.85
TETRAPROPYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.9,0.1,-,444.22
CHOLINE CHLORIDE,LAURIC ACID,-,0.691,0.309,-,444.35
TETRAPROPYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.799,0.201,-,444.45
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.75,0.25,-,444.45
BETAINE,SALICYLIC ACID,-,0.698,0.302,-,444.6
D-GLUCOSE,SUCROSE,-,0.306,0.694,-,444.8744
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.794,0.206,-,447.45
BETAINE,L-MENTHOL,-,0.698,0.302,-,447.5
DICHLORIDOTIN,CHOLINE CHLORIDE,-,0.509,0.491,-,448.5682
BETAINE,D-CAMPHOR,-,0.499,0.501,-,448.6
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.75,0.25,-,450.18
CHOLINE CHLORIDE,ASPIRIN,-,0.595,0.405,-,450.78
TETRAMETHYLAMMONIUM CHLORIDE,1-TETRADECANOL,-,0.686,0.314,-,450.9
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.745,0.255,-,451.33
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.202,0.798,-,451.3888
CHOLINE CHLORIDE,1-HEXADECANOL,-,0.808,0.192,-,451.65
BETAINE,D-SORBITOL,-,0.597,0.403,-,453.3
SODIUM LAURATE,DECANOIC ACID,-,0.701,0.299,-,453.33
CHOLINE CHLORIDE,DECANOIC ACID,-,0.761,0.239,-,453.7
TETRAMETHYLAMMONIUM CHLORIDE,1-HEXADECANOL,-,0.8,0.2,-,453.8
CHOLINE CHLORIDE,ERYTHRITOL,-,0.7,0.3,-,453.812
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.105,0.895,-,454.6566
D-GLUCOSE,SUCROSE,-,0.2,0.8,-,455.2829
CHOLINE CHLORIDE,1-TETRADECANOL,-,0.742,0.258,-,456.58
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.8,0.2,-,456.75
CHOLINE CHLORIDE,GLYCEROL,-,0.794,0.206,-,457.838
BETAINE,UREA,-,0.688,0.312,-,458.2
D-GLUCOSE,SUCROSE,-,0.102,0.898,-,458.4297
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.778,0.222,-,458.55
TETRAMETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.603,0.397,-,459.25
BETAINE,STEARYL ALCOHOL,-,0.698,0.302,-,459.7
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.798,0.202,-,460.15
CHOLINE CHLORIDE,ACETAMINOPHEN,-,0.794,0.206,-,461.02
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.701,0.299,-,461.55
TETRAMETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.601,0.399,-,463.25
CHOLINE CHLORIDE,L-MENTHOL,-,0.8,0.2,-,463.4
CHOLINE CHLORIDE,STEARIC ACID,-,0.695,0.305,-,463.58
TETRAETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.802,0.198,-,463.65
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.803,0.197,-,463.656
TETRAETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.808,0.192,-,465.25
CHOLINE CHLORIDE,KETOPROFEN,-,0.695,0.305,-,465.85
CHOLINE CHLORIDE,LACTIC ACID,-,0.799,0.201,-,466.85
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.799,0.201,-,467.2153
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.798,0.202,-,467.35
CHOLINE CHLORIDE,D-CAMPHOR,-,0.802,0.198,-,468.3
BETAINE,D-CAMPHOR,-,0.598,0.402,-,468.4
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.849,0.151,-,471.75
SODIUM LAURATE,DECANOIC ACID,-,0.852,0.148,-,473.15
TETRAPROPYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.9,0.1,-,473.35
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.868,0.132,-,473.35
CHOLINE CHLORIDE,LAURIC ACID,-,0.748,0.252,-,473.4
CHOLINE CHLORIDE,DECANOIC ACID,-,0.786,0.214,-,473.55
CHOLINE CHLORIDE,PALMITIC ACID,-,0.75,0.25,-,473.58
TETRAMETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.684,0.316,-,473.75
CHOLINE CHLORIDE,MALIC ACID,-,0.799,0.201,-,474.48
BETAINE,STEARIC ACID,-,0.7,0.3,-,475.0
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.799,0.201,-,475.42
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.792,0.208,-,475.83
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.85,0.15,-,477.25
CHOLINE CHLORIDE,ERYTHRITOL,-,0.748,0.252,-,477.354
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.796,0.204,-,477.55
CHOLINE CHLORIDE,SUCROSE,-,0.8,0.2,-,477.88
TETRAMETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.701,0.299,-,478.45
CHOLINE CHLORIDE,CITRIC ACID,-,0.849,0.151,-,478.98
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.841,0.159,-,480.75
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.908,0.092,-,481.25
CHOLINE CHLORIDE,THYMOL,-,0.801,0.199,-,482.0
BETAINE,XYLITOL,-,0.65,0.35,-,482.18
BETAINE MONOHYDRATE,PROPIONIC ACID,-,0.751,0.249,-,482.249
BETAINE MONOHYDRATE,ACETIC ACID,-,0.752,0.248,-,483.15
TETRAPROPYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.9,0.1,-,483.45
CHOLINE CHLORIDE,1-TETRADECANOL,-,0.796,0.204,-,483.52
TETRAETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.907,0.093,-,483.65
CHOLINE CHLORIDE,LAURIC ACID,-,0.792,0.208,-,483.78
CHOLINE CHLORIDE,STEARIC ACID,-,0.746,0.254,-,483.82
BETAINE,D-SORBITOL,-,0.698,0.302,-,484.6
CHOLINE CHLORIDE,D-SORBITOL,-,0.798,0.202,-,486.864
CHOLINE CHLORIDE,D-XYLOSE,-,0.799,0.201,-,487.45
CHOLINE CHLORIDE,1-HEXADECANOL,-,0.86,0.14,-,488.25
TETRAETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.9,0.1,-,488.45
BETAINE,SALICYLIC ACID,-,0.796,0.204,-,488.8
BETAINE,THYMOL,-,0.696,0.304,-,489.7
BETAINE,UREA,-,0.793,0.207,-,490.4
CHOLINE CHLORIDE,(3R.4S.5S)-OXANE-2.3.4.5-TETROL,-,0.801,0.199,-,492.65
CHOLINE CHLORIDE,XYLITOL,-,0.8,0.2,-,492.92
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.893,0.107,-,493.45
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.911,0.089,-,493.55
CHOLINE CHLORIDE,STEARIC ACID,-,0.787,0.213,-,493.68
CHOLINE CHLORIDE,D-SORBITOL,-,0.813,0.187,-,494.28
BETAINE,D-CAMPHOR,-,0.698,0.302,-,494.3
CHOLINE CHLORIDE,ERYTHRITOL,-,0.798,0.202,-,494.619
CHOLINE CHLORIDE,1-TETRADECANOL,-,0.835,0.165,-,494.78
TETRAETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.902,0.098,-,495.25
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.849,0.151,-,495.374
CHOLINE CHLORIDE,ASPIRIN,-,0.696,0.304,-,495.55
CHOLINE CHLORIDE,IBUPROFEN,-,0.797,0.203,-,495.92
CHOLINE CHLORIDE,D-MANNOSE,-,0.798,0.202,-,496.65
BETAINE,L-MENTHOL,-,0.784,0.216,-,497.203
