Component #1,Component #2,Component #3,x1,x2,x3,T /K,Viscosity /cP
L-MENTHOL,HYDROCINNAMIC ACID,-,0.59,0.41,-,303.15,19.19
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,278.15,19.22
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.125,0.875,-,333.15,19.26
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,333.15,19.29
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,338.2,19.3
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,PHENOL,-,0.2,0.8,-,358.2,19.3
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,323.15,19.31
TRIETHYLMETHYLAMMONIUM CHLORIDE,LACTIC ACID,-,0.333,0.667,-,333.15,19.31
L-MENTHOL,OCTANOIC ACID,-,0.7,0.3,-,298.15,19.34
TETRAETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.25,0.75,-,313.15,19.35
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.167,0.833,-,303.15,19.36
L-MENTHOL,LAURIC ACID,-,0.71,0.29,-,303.15,19.4
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,343.15,19.402
L-MENTHOL,PHENOL,-,0.6,0.4,-,303.15,19.42
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,293.15,19.45
TETRAETHYLAMMONIUM CHLORIDE,OCTANOIC ACID,-,0.25,0.75,-,303.15,19.45
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.249,0.751,-,328.15,19.46
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.583,0.417,-,343.0,19.4937
L-MENTHOL,CARVACROL,-,0.49,0.51,-,308.15,19.51
CHOLINE CHLORIDE,GLYCEROL,-,0.333,0.667,-,363.15,19.5866
L-MENTHOL,THYMOL,-,0.5,0.5,-,313.15,19.6
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.167,0.833,-,333.15,19.64
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,313.15,19.67
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,303.15,19.67
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,328.15,19.7
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,328.15,19.7
IMIDAZOLE,ETHANOLAMINE,-,0.333,0.667,-,298.15,19.7
BETAINE,ETHYLENE GLYCOL,-,0.25,0.75,-,333.2,19.7
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,333.15,19.715
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,333.15,19.74
CHOLINE CHLORIDE,PHENOL,-,0.167,0.833,-,303.2,19.75
CHOLINE CHLORIDE,PHENOL,-,0.167,0.833,-,303.15,19.8
TETRAPROPYLAMMONIUM CHLORIDE,ETHANOLAMINE,-,0.125,0.875,-,318.15,19.82
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,323.0,19.8473
L-MENTHOL,CARVACROL,-,0.2,0.8,-,303.15,19.89
L-MENTHOL,PHENOL,-,0.25,0.75,-,293.15,19.9
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,313.15,19.93
L-MENTHOL,CYCLOHEXANECARBOXYLIC ACID,-,0.4,0.6,-,308.15,19.97
L-MENTHOL,CAMPHOR,-,0.5,0.5,-,298.15,20.0
IMIDAZOLE,ACETIC ACID,-,0.5,0.5,-,323.15,20.0
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.25,0.75,-,328.15,20.01
DECANOIC ACID,MENTHOL,-,0.5,0.5,-,298.0,20.03
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,318.15,20.04
L-MENTHOL,3-CYCLOHEXYLPROPANOIC ACID,-,0.5,0.5,-,308.15,20.05
L-MENTHOL,THYMOL,-,0.6,0.4,-,308.15,20.11
L-MENTHOL,DECANOIC ACID,-,0.333,0.667,-,298.15,20.12
L-MENTHOL,CYCLOHEXYLACETIC ACID,-,0.6,0.4,-,308.15,20.12
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,328.15,20.17495
L-MENTHOL,CARVACROL,-,0.57,0.43,-,308.15,20.19
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.25,0.75,-,323.15,20.25
CHOLINE CHLORIDE,PHENOL,-,0.2,0.8,-,308.2,20.25
L-MENTHOL,THYMOL,-,0.39,0.61,-,303.15,20.26
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.6,0.4,-,343.0,20.2734
AMMONIUM THIOCYANATE,ACETAMIDE,-,0.25,0.75,-,313.15,20.29
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,313.15,20.29
AMMONIUM THIOCYANATE,ACETAMIDE,-,0.75,0.25,-,313.15,20.29
L-MENTHOL,CYCLOHEXANECARBOXYLIC ACID,-,0.6,0.4,-,308.15,20.29
CHOLINE CHLORIDE,PHENOL,-,0.2,0.8,-,308.15,20.3
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.332,0.668,-,323.15,20.3
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,348.15,20.31
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,328.15,20.35
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.125,0.875,-,298.15,20.36
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.143,0.857,-,318.15,20.38
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.25,0.75,-,333.15,20.4
L-MENTHOL,4-PHENYLBUTYRIC ACID,-,0.49,0.51,-,303.15,20.4
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.2,0.8,-,338.15,20.402
L-MENTHOL,CYCLOHEXYLACETIC ACID,-,0.7,0.3,-,308.15,20.41
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,323.0,20.4192
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,308.15,20.42
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,323.15,20.43
L-MENTHOL,3-CYCLOHEXYLPROPANOIC ACID,-,0.6,0.4,-,308.15,20.44
ALPHA-TERPINEOL,THYMOL,-,0.5,0.5,-,308.15,20.47
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,293.15,20.49
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,303.15,20.5
THYMOL,CAMPHOR,-,0.6,0.4,-,298.15,20.5
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,303.15,20.508
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.2,0.8,-,328.15,20.52
TRIETHYLMETHYLAMMONIUM CHLORIDE,LACTIC ACID,-,0.333,0.667,-,328.15,20.55
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,318.15,20.56
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,298.15,20.56
BETAINE,LACTIC ACID,-,0.167,0.833,-,343.15,20.6
L-CYSTINE,LAURIC ACID,-,0.333,0.667,-,293.15,20.6
TRIOCTYLPHOSPHINE OXIDE,LAURIC ACID,-,0.5,0.5,-,318.15,20.61
L-MENTHOL,DECANOIC ACID,-,0.81,0.19,-,303.15,20.61
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,308.15,20.665
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,303.15,20.67
FENCHOL,THYMOL,-,0.5,0.5,-,308.15,20.7
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,343.15,20.77
L-MENTHOL,CYCLOHEXYLACETIC ACID,-,0.79,0.21,-,308.15,20.78
L-MENTHOL,HYDROCINNAMIC ACID,-,0.7,0.3,-,303.15,20.79
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,328.15,20.8
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.25,0.75,-,333.15,20.83
TETRAETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,298.15,20.85
L-MENTHOL,3-CYCLOHEXYLPROPANOIC ACID,-,0.7,0.3,-,308.15,20.85
L-MENTHOL,THYMOL,-,0.7,0.3,-,308.15,20.89
BETAINE,ETHYLENE GLYCOL,-,0.2,0.8,-,323.2,20.9
L-MENTHOL,LAURIC ACID,-,0.75,0.25,-,303.15,20.91
BIS(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,333.15,20.92
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.143,0.857,-,298.15,20.93
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.091,0.909,-,318.15,20.961
L-MENTHOL,CYCLOHEXANECARBOXYLIC ACID,-,0.7,0.3,-,308.15,20.97
TRIOCTYLPHOSPHINE OXIDE,DECANOIC ACID,-,0.5,0.5,-,313.15,21.0
CHOLINE CHLORIDE,TRIETHYLENE GLYCOL,-,0.143,0.857,-,318.15,21.0
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,333.2,21.1
CHOLINE CHLORIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,328.15,21.1
1-HEXYL-3-METHYLIMIDAZOLIUM HEXAFLUOROPHOSPHATE,N-METHYLACETAMIDE,-,0.333,0.667,-,298.15,21.1
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.143,0.857,-,318.15,21.11
TETRAETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.25,0.75,-,308.15,21.18
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,343.15,21.21
L-MENTHOL,PYRUVIC ACID,-,0.333,0.667,-,303.15,21.241
PYRUVIC ACID,L-MENTHOL,-,0.5,0.5,0,303.15,21.241
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,318.15,21.27
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.125,0.875,-,328.15,21.27
ETHANAMINIUM. 2-HYDROXY-N.N-BIS(2-HYDROXYETHYL)-N-METHYL- CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,343.15,21.3
CHOLINE CHLORIDE,PHENOL,-,0.143,0.857,-,298.15,21.4
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,PHENOL,-,0.167,0.833,-,338.2,21.4
CHOLINE CHLORIDE,PHENOL,-,0.143,0.857,-,298.2,21.43
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,308.15,21.45
ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,333.15,21.47
TETRAETHYLAMMONIUM CHLORIDE,OCTANOIC ACID,-,0.25,0.75,-,298.15,21.5
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,303.15,21.52
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.167,0.833,-,318.15,21.53
BENZYLTRIETHYLAMMONIUM CHLORIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,303.15,21.57
TETRAPROPYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,328.15,21.57119
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,308.15,21.58
L-MENTHOL,4-PHENYLBUTYRIC ACID,-,0.6,0.4,-,303.15,21.58
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ACETIC ACID,-,0.2,0.8,-,333.15,21.59
L-MENTHOL,PHENOL,-,0.67,0.33,-,303.15,21.62
L-MENTHOL,OCTANOIC ACID,-,0.49,0.51,-,288.15,21.63
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,318.15,21.65
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,333.0,21.66
L-MENTHOL,CYCLOHEXYLACETIC ACID,-,0.29,0.71,-,303.15,21.67
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.346,0.654,-,343.15,21.69
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,303.15,21.7
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.059,0.941,-,313.15,21.74
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.143,0.857,-,328.15,21.76
L-MENTHOL,CARVACROL,-,0.3,0.7,-,303.15,21.76
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.2,0.8,-,318.15,21.775
L-MENTHOL,PHENOL,-,0.3,0.7,-,293.15,21.78
THYMOL,EUCALYPTOL,-,0.5,0.5,-,298.15,21.8
L-MENTHOL,CARVACROL,-,0.65,0.35,-,308.15,21.83
L-MENTHOL,LAURIC ACID,-,0.8,0.2,-,303.15,21.85
ETHYLAMMONIUM CHLORIDE,ACETAMIDE,-,0.25,0.75,0,333.2,21.9
CHOLINE CHLORIDE,O-CRESOL,-,0.25,0.75,-,328.15,21.93
L-MENTHOL,3-CYCLOHEXYLPROPANOIC ACID,-,0.8,0.2,-,308.15,21.94
L-MENTHOL,L-LACTIC ACID,-,0.333,0.667,-,328.15,21.951
LACTIC ACID,L-MENTHOL,-,0.5,0.5,0,328.15,21.951
L-MENTHOL,DECANOIC ACID,-,0.7,0.3,-,298.15,21.97
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,318.15,21.9701
CHOLINE CHLORIDE,1.2-BUTANEDIOL,-,0.05,0.95,-,307.15,22.0
CHOLINE CHLORIDE,1.2-BUTANEDIOL,-,0.1,0.9,-,307.15,22.0
CHOLINE CHLORIDE,1.2-BUTANEDIOL,-,0.15,0.85,-,309.15,22.0
TETRABUTYLAMMONIUM BROMIDE,1-BUTANOL,-,0.2,0.8,-,298.15,22.0
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.5,0.5,-,313.15,22.0
TETRAPROPYLAMMONIUM CHLORIDE,ETHANOLAMINE,-,0.2,0.8,-,323.15,22.05
TRIETHYLMETHYLAMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,303.15,22.09
L-MENTHOL,THYMOL,-,0.5,0.5,-,308.15,22.1
L-MENTHOL,UNDECANOIC ACID,-,0.5,0.5,-,298.15,22.1
L-MENTHOL,4-PHENYLBUTYRIC ACID,-,0.7,0.3,-,303.15,22.15
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.125,0.875,-,293.15,22.19
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.333,0.667,-,348.15,22.23
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.142,0.858,-,328.15,22.32
BENZYLTRIETHYLAMMONIUM CHLORIDE,TRIETHYLENE GLYCOL,-,0.25,0.75,-,313.15,22.35
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,333.15,22.39
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.091,0.909,-,323.15,22.423
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.167,0.833,-,298.15,22.45333333
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.167,0.833,-,318.15,22.49
L-MENTHOL,PHENOL,-,0.33,0.67,-,293.15,22.52
TRIETHYLMETHYLAMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,313.15,22.59
CHOLINE CHLORIDE,O-CRESOL,-,0.333,0.667,-,343.15,22.6
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,303.15,22.61
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.249,0.751,-,323.15,22.62
TETRAETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,293.15,22.64
L-MENTHOL,CARVACROL,-,0.1,0.9,-,298.15,22.65
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.125,0.875,-,323.15,22.67
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.5,0.5,-,343.0,22.7058
L-MENTHOL,CYCLOHEXANECARBOXYLIC ACID,-,0.77,0.23,-,308.15,22.74
L-MENTHOL,3-CYCLOHEXYLPROPANOIC ACID,-,0.3,0.7,-,303.15,22.85
ALPHA-TERPINEOL,MENTHOL,-,0.5,0.5,-,308.15,22.87
TETRAPROPYLAMMONIUM CHLORIDE,ETHANOLAMINE,-,0.125,0.875,-,313.15,22.87
DIETHYLAMMONIUM CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,313.15,22.9
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.059,0.941,-,318.15,22.986
CHOLINE CHLORIDE,TRIETHYLENE GLYCOL,-,0.25,0.75,-,328.15,23.0
L-MENTHOL,THYMOL,-,0.79,0.21,-,308.15,23.0
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,333.0,23.0081
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,328.15,23.045
CHOLINE CHLORIDE,PHENOL,-,0.25,0.75,-,313.2,23.08
CHOLINE CHLORIDE,PHENOL,-,0.25,0.75,-,313.15,23.1
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,303.15,23.11
L-MENTHOL,CARVACROL,-,0.8,0.2,-,308.15,23.13
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,338.15,23.177
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,313.0,23.1836
L-MENTHOL,3-CYCLOHEXYLPROPANOIC ACID,-,0.4,0.6,-,303.15,23.22
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,328.2,23.3
L-MENTHOL,PHENOL,-,0.7,0.3,-,303.15,23.3
ETHYLAMMONIUM CHLORIDE,ACETAMIDE,-,0.333,0.667,0,343.2,23.3
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.167,0.833,-,328.15,23.31
TRIETHYLMETHYLAMMONIUM CHLORIDE,LACTIC ACID,-,0.333,0.667,-,323.15,23.31
L-MENTHOL,CYCLOHEXYLACETIC ACID,-,0.4,0.6,-,303.15,23.34
ETHYLAMMONIUM CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,313.15,23.4
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,298.15,23.42
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,323.0,23.491
ETHYLAMMONIUM CHLORIDE,ACETAMIDE,-,0.5,0.5,0,353.2,23.5
L-MENTHOL,HYDROCINNAMIC ACID,-,0.41,0.59,-,298.15,23.56
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,333.15,23.6
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,PHENOL,-,0.143,0.857,-,328.2,23.6
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.332,0.668,-,318.15,23.61
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.25,0.75,-,318.15,23.62
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,328.15,23.63
TETRAETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.25,0.75,-,303.15,23.7
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,333.0,23.7268
L-MENTHOL,CARVACROL,-,0.38,0.62,-,303.15,23.73
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,293.15,23.745
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,343.15,23.78
L-MENTHOL,DECANOIC ACID,-,0.48,0.52,-,288.15,23.85
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,313.0,23.8786
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.545,0.455,-,333.0,23.9292
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,303.15,23.93
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,323.15,23.93716
TRIETHYLMETHYLAMMONIUM CHLORIDE,LACTIC ACID,-,0.333,0.667,-,318.15,23.94
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,313.0,23.9519
L-MENTHOL,CYCLOHEXYLACETIC ACID,-,0.5,0.5,-,303.15,23.98
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,PHENOL,-,0.2,0.8,-,348.2,24.0
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.143,0.857,-,313.15,24.01
L-MENTHOL,THYMOL,-,0.51,0.49,-,303.15,24.01
BETA-(DIETHYLAMINO)ETHYL ALCOHOL HYDROCHLORIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,298.15,24.1
BETAINE,ETHYLENE GLYCOL,-,0.167,0.833,-,313.2,24.2
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,308.15,24.24
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.25,0.75,-,323.15,24.25
ALUMINIUM CHLORIDE ANHYDROUS,UREA,-,0.565,0.435,-,333.0,24.2543
DIETHYLAMMONIUM CHLORIDE,PHENOL,-,0.25,0.75,-,298.15,24.3
BENZYLTRIETHYLAMMONIUM CHLORIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,298.15,24.3
L-MENTHOL,CYCLOHEXANECARBOXYLIC ACID,-,0.4,0.6,-,303.15,24.3
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,PHENOL,-,0.125,0.875,-,318.2,24.3
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.25,0.75,-,328.15,24.31
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.143,0.857,-,323.15,24.36
TETRAMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.2,0.8,-,333.15,24.38
L-MENTHOL,HYDROCINNAMIC ACID,-,0.8,0.2,-,303.15,24.38
1-BUTYL-3-METHYLIMIDAZOLIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,298.15,24.4
CHOLINE CHLORIDE,PHENYLACETIC ACID,-,0.25,0.75,-,363.15,24.4
L-MENTHOL,L-LACTIC ACID,-,0.667,0.333,-,298.15,24.417
LAURIC ACID,L-MENTHOL,-,0.5,0.5,0,298.15,24.417
L-MENTHOL,LAURIC ACID,-,0.667,0.333,-,298.15,24.42
BIS(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,328.15,24.48
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,323.15,24.49
CHOLINE CHLORIDE,PHENYLACETIC ACID,-,0.25,0.75,-,348.15,24.5
TETRAETHYLAMMONIUM CHLORIDE,OCTANOIC ACID,-,0.25,0.75,-,293.15,24.57
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,338.15,24.59
L-CARNITINE,ETHYLENE GLYCOL,-,0.167,0.833,-,333.2,24.6
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,313.0,24.6467
L-MENTHOL,CYCLOHEXANECARBOXYLIC ACID,-,0.47,0.53,-,303.15,24.65
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.25,0.75,-,328.15,24.66
L-MENTHOL,PHENOL,-,0.5,0.5,-,298.15,24.66
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,318.15,24.7
L-MENTHOL,HYDROCINNAMIC ACID,-,0.49,0.51,-,298.15,24.72
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.2,0.8,-,333.15,24.722
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,313.0,24.7528
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,308.15,24.76
TRIOCTYLPHOSPHINE OXIDE,LAURIC ACID,-,0.5,0.5,-,313.15,24.76
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,323.15,24.78
L-MENTHOL,TETRADECANOIC ACID,-,0.8,0.2,-,303.15,24.78
CHOLINE CHLORIDE,UREA,-,0.286,0.714,-,353.15,24.8
TETRAPROPYLAMMONIUM CHLORIDE,ETHANOLAMINE,-,0.2,0.8,-,328.15,24.85
L-MENTHOL,PHENOL,-,0.4,0.6,-,293.15,24.88
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,308.15,24.95
ETHANAMINIUM. 2-HYDROXY-N.N-BIS(2-HYDROXYETHYL)-N-METHYL- CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,338.15,24.95
L-MENTHOL,PHENOL,-,0.75,0.25,-,303.15,24.98
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.125,0.875,-,318.15,24.99
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,303.15,25.0
CHOLINE CHLORIDE,LACTIC ACID,-,0.5,0.5,-,353.0,25.0
COUMARIN,THYMOL,-,0.5,0.5,-,298.15,25.0
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,338.15,25.07
BENZYLTRIETHYLAMMONIUM CHLORIDE,TRIETHYLENE GLYCOL,-,0.25,0.75,-,308.15,25.07
BETAINE,LACTIC ACID,-,0.167,0.833,-,338.15,25.1
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,313.15,25.18
CHOLINE CHLORIDE,PHENOL,-,0.2,0.8,-,303.2,25.2
CHOLINE CHLORIDE,PHENOL,-,0.2,0.8,-,303.15,25.2
CHOLINE CHLORIDE,PHENYLACETIC ACID,-,0.333,0.667,-,363.15,25.2
L-MENTHOL,HYDROCINNAMIC ACID,-,0.59,0.41,-,298.15,25.21
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.2,0.8,-,323.15,25.22
CHOLINE CHLORIDE,PHENOL,-,0.167,0.833,-,298.2,25.25
L-MENTHOL,THYMOL,-,0.3,0.7,-,298.15,25.26
CHOLINE CHLORIDE,PHENOL,-,0.167,0.833,-,298.15,25.3
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,298.15,25.30333333
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,313.0,25.3233
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,298.15,25.34
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,313.0,25.3822
FENCHOL,MENTHOL,-,0.5,0.5,-,313.15,25.4
TETRAPROPYLAMMONIUM CHLORIDE,ETHANOLAMINE,-,0.125,0.875,-,308.15,25.41
TETRABUTYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,323.15,25.46
