TZVP,_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60
XYLITOL,0,0,0,0,0,0,0,0,0,0.024,0.312,1.325,2.716,3.14,2.916,3.191,3.436,3.125,2.343,1.787,2.027,2.83,4.221,6.982,10.361,11.729,10.677,9.066,7.561,6.244,5.909,5.117,3.615,3.339,3.223,2.688,2.846,3.192,3.182,3.044,3.367,4.421,5.306,5.255,4.846,4.89,4.942,4.213,2.462,0.706,0.04,0,0,0,0,0,0,0,0,0,0
ZINC DIBROMIDE,0,0,0.276,1.278,1.815,0.902,0.368,2.099,3.679,2.18,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695,3.036,4.187,2.047,0.201,0,0,0,0,0,0.29,1.966,3.742,5.597,9.156,8.844,6.324,8.063,15.852,20.133,9.882,0.644,0,0,0,0,0,0,0,0,0,0
ZINCCHLORIDE,0,0.08,0.656,1.715,1.853,0.784,0.372,1.976,3.483,2.246,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,1.646,3.733,3.064,0.962,0.095,0,0,0,0,0,0,0.043,0.779,3.034,6.145,6.986,5.997,5.174,8.555,17.636,17.609,6.904,0.693,0,0,0,0,0,0,0,0,0
ZIRCONYL DICHLORIDE,0,0,0,0.056,0.585,1.48,1.668,1.495,1.799,1.822,1.343,0.907,0.62,0.626,0.911,1.142,1.357,1.344,0.747,0.253,0.839,1.476,0.793,0.086,0.084,0.279,0.399,0.357,0.418,0.372,0.314,0.333,0.551,1.197,1.511,1.257,0.874,0.553,0.472,0.536,1.071,2.007,2.753,5.473,10.427,14.739,17.563,14.777,6.651,1.762,1.352,1.565,1.324,1.023,1.942,4.13,4.181,1.532,0.027,0,0
4-HYDROXYBENZONITRILE,0,0,0,0,0,0,0,0.009,0.281,0.882,1.403,1.783,1.619,0.747,0.281,0.387,0.387,0.485,0.774,1.337,4.174,8.069,8.114,5.092,3.079,3.285,3.943,4.718,6.634,7.773,9.059,11.557,12.175,10.611,7.483,3.74,2.512,3.597,4.513,4.178,3.812,4.232,4.442,3.92,2.518,1.09,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNDECYLENIC ACID,0,0,0,0,0,0,0,0,0.019,0.357,0.908,1.399,1.682,1.129,0.343,0.273,0.657,0.89,0.598,0.309,0.419,0.91,2.06,3.32,4.724,7.596,14.75,26.497,34.987,33.787,27.111,21.42,18.16,15.987,11.391,5.364,2.452,1.943,1.987,2.332,2.759,3.278,3.958,3.987,3.139,2.237,1.071,0.163,0.003,0,0,0,0,0,0,0,0,0,0,0,0
1.2-DECANEDIOL,0,0,0,0,0,0,0,0,0,0,0,0.132,1.123,2.278,2.254,2.242,2.516,1.985,1.099,0.642,0.756,1.185,1.494,1.365,1.982,5.585,13.562,24.417,32.469,32.701,27.394,21.789,17.256,14.871,11.477,4.954,1.61,1.666,1.288,1.167,1.472,1.192,0.99,2.043,2.987,2.511,2.372,2.63,2.191,1.391,0.455,0,0,0,0,0,0,0,0,0,0
1-BUTYL-3-METHYLIMIDAZOLIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,1.74,2.801,2.946,3.248,4.388,6.904,10.274,10.962,9.905,11.76,17.939,23.69,21.663,15.036,11.36,10.003,9.529,9.511,6.612,2.13,0.163,0.027,0.175,0.346,0.289,0.158,0.119,0.75,2.678,3.481,1.753,0.803,6.326,14.634,12.45,3.592,0,0,0,0,0,0,0,0,0,0
TETRAPROPYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.26,2.298,6.878,10.005,10.542,12.554,19.224,28.251,31.165,25.818,19.608,17.145,15.383,15.682,17.052,11.468,3.56,0.428,0.059,0.267,0.364,0.277,0.474,0.755,1.092,2.312,3.781,3.734,6.184,12.606,11.896,3.899,0,0,0,0,0,0,0,0,0,0,0
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0.279,1.062,1.412,1.047,1.108,1.265,1.099,1.293,3.029,7.775,13.28,16.011,16.37,15.794,15.884,16.017,13.85,10.795,7.995,6.74,6.92,5.09,2.44,1.381,1.23,1.076,0.721,0.868,1.45,1.588,1.474,2.176,4.235,5.55,4.52,4.184,12.493,18.996,9.421,0.7,0.344,0.146,0,0,0,0,0,0,0,0,0
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,0,0,0,0,0,0,0,0,0,0.149,0.947,1.998,1.857,0.93,0.577,0.834,1.193,1.033,0.495,0.159,0.144,0.338,0.496,1.078,5.577,16.33,24.55,24.889,26.445,28.888,27.699,26.248,20.592,11.313,7.977,10.764,11.618,8.12,4.272,1.408,0.24,0.58,0.575,0.321,0.541,0.901,0.948,1.04,1.151,1.255,1.127,0.765,0.735,0.614,0.239,0.042,0,0,0,0,0
BIS(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0.297,1.548,2.762,2.619,2.282,2.421,2.495,2.378,4.176,9.392,14.37,15.006,13.282,11.992,10.683,10.534,9.813,6.417,3.794,3.498,3.727,3.835,3.095,1.63,1.011,0.955,0.64,0.42,0.762,1.4,2.628,3.49,2.72,2.524,4.265,5.634,5.25,10.14,15.77,9.526,1.572,0.036,0,0,0,0,0,0,0,0,0
ETHANAMINIUM. 2-HYDROXY-N.N-BIS(2-HYDROXYETHYL)-N-METHYL- CHLORIDE,0,0,0,0,0,0,0,0,0,0,0.286,1.702,3.18,2.892,2.309,2.531,2.454,3.425,7.339,11.513,13.478,14.893,16.067,15.324,13.048,10.157,6.778,3.843,2.338,1.972,2.219,2.684,2.746,2.375,2.092,2.057,1.958,2.016,2.631,3.926,5.02,4.728,4.728,5.493,5.763,9.452,15.794,14.227,5.781,1.034,0.234,0,0,0,0,0,0,0,0,0,0
2-(2.2-DIPHENYLACETYL)OXYETHYL-DIETHYLAZANIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.322,0.709,1.094,3.103,6.742,9.284,11.474,18.034,28.284,32.076,26.757,20.508,16.767,15.311,15.835,15.963,13.355,11.413,12.651,15.525,18.341,15.295,7.357,3.11,3.035,3.416,4.514,5.743,5.44,6.203,10.661,11.749,5.429,0.581,0,0,0,0,0,0,0,0,0,0,0,0
VALERIC ACID,0,0,0,0,0,0,0,0,0.021,0.364,0.989,1.511,1.631,1.013,0.346,0.346,0.733,0.875,0.514,0.332,0.444,0.449,1.443,3.079,4.129,6.597,11.772,17.042,17.393,12.938,9.27,7.657,7.539,7.302,4.512,2.099,1.936,2.129,2.047,1.989,2.437,3.272,4.087,4.064,3.032,2.077,1.043,0.212,0.03,0,0,0,0,0,0,0,0,0,0,0,0
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1.696,3.778,4.576,5.674,9.844,13.368,14.516,16.66,22.296,29.294,31.977,30.828,28.402,24.108,19.509,17.376,15.449,9.724,4.409,2.9,2.045,1.222,1.284,1.634,2.468,3.806,4.722,4.869,4.905,6.885,9.683,8.079,3.048,0.292,0,0,0,0,0,0,0,0,0,0
CALCIUMCHLORIDEHEXAHYDRATE,0,0.024,2.063,5.495,5.897,3.868,2.42,2.176,2.31,1.89,1.041,0.292,0.033,0.475,2.083,3.297,2.274,0.753,0.302,0.344,0.261,0.077,0.007,0,0,0.084,0.223,0.196,0.056,0,0.369,2.357,3.815,2.168,0.536,0.462,0.655,0.939,1.382,3.393,10.041,19.841,21.524,11.334,2.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENZENAMINIUM. N-(2-HYDROXYETHYL)-N.N-DIMETHYL-. CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.126,0.37,1.645,5.567,10.702,13.507,14.127,14.945,15.374,15.046,13.782,10.472,6.815,5.16,5.435,5.888,6.72,8.423,9.443,7.659,3.805,1.566,1.28,1.367,1.726,2.358,2.596,2.591,3.007,3.708,7.001,12.227,11.503,5.201,1.241,0.277,0.009,0,0,0,0,0,0,0,0,0
2-FLUORO-N.N.N-TRIMETHYLETHAN-1-AMINIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.687,1.794,5.067,11.064,16.252,16.42,11.548,6.865,6.769,10.364,11.662,8.111,5.341,4.398,2.246,1.015,1.252,1.299,1.665,2.677,4.23,5.14,3.566,1.168,0.21,0.048,0.213,1.681,3.248,2.324,2.124,9.298,14.572,7.541,0.689,0,0,0,0,0,0,0,0,0,0
WATER,0,0,0,0,0,0,0,0,0,0,0,0.049,0.453,1.724,2.84,2.569,2.223,2.446,2.258,1.486,0.658,0.467,0.855,0.934,0.645,0.573,0.466,0.153,0.284,0.693,0.567,0.26,0.324,0.623,0.924,0.919,0.835,0.832,0.662,0.788,0.956,0.62,0.633,1.23,1.526,1.483,1.504,1.689,2.07,1.846,0.852,0.152,0,0,0,0,0,0,0,0,0
1-BUTYL-3-METHYLIMIDAZOLIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,2.104,4.016,4.483,5.957,9.765,10.779,9.938,12.639,19.642,25.208,21.448,14,10.882,9.341,7.937,7.197,4.818,1.674,0.476,0.331,0.129,0.056,0.072,0.475,1.559,2.822,3.048,2.212,6.407,14.766,13.433,4.207,0,0,0,0,0,0,0,0,0,0,0,0
2.4.6-TRIMETHYLANILINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.304,1.089,1.933,2.287,2.148,1.73,1.308,1.503,3.094,7.403,14.321,18.446,16.435,12.536,9.673,8.595,11.548,14.411,11.489,7.431,6.503,6.494,6.739,7.173,5.704,2.723,0.822,0.261,0.333,0.583,0.58,0.471,0.467,0.554,0.481,0.231,0.054,0,0,0,0,0,0,0,0,0
DIMETHYL SULFOXIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.546,2.318,5.826,9.175,10.292,8.828,6.947,6.346,6.673,7.862,8.13,5.895,2.996,1.476,1.923,2.52,1.596,0.646,0.373,0.332,0.397,0.407,0.576,0.803,1.083,1.841,2.084,1.968,2.782,3.487,3.217,1.911,0.493,0.018,0,0,0,0,0,0,0,0
2-AMINO-2-METHYL-1.3-PROPANEDIOL,0,0,0,0,0,0,0,0,0,0,0,0.31,1.674,2.744,2.264,2.053,2.445,2.083,1.311,1.485,2.377,2.951,2.844,2.478,3.815,8.778,13.881,13.575,9.653,6.484,4.838,4.117,4.939,6.368,5.107,2.607,1.891,1.58,0.779,0.95,1.793,1.902,1.986,2.95,3.944,3.927,2.995,1.741,0.792,0.725,1.06,0.956,0.626,0.375,0.186,0.273,0.464,0.326,0.074,0,0
