Component #1,Component #2,Component #3,x1,x2,x3,T /K,Density /g/cm^3
TETRABUTYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,303.15,1.02729
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,343.15,1.0273
TETRABUTYLAMMONIUM CHLORIDE,PHENYLACETIC ACID,-,0.333,0.667,-,318.15,1.0273
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,328.15,1.0276
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.25,0.75,-,333.2,1.0276
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.167,0.833,-,318.15,1.02771
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.333,0.667,-,298.15,1.027796667
IMIDAZOLE,ETHANOLAMINE,-,0.25,0.75,-,308.15,1.02783
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,338.15,1.028
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.143,0.857,-,333.15,1.02808
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,328.15,1.0281
2-HYDROXYETHYLAZANIUM CHLORIDE,TETRAETHYLENEPENTAMINE,-,0.25,0.75,-,313.15,1.0281
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.125,0.875,-,348.15,1.0283
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,333.15,1.0286
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,323.15,1.0286
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,313.15,1.0286
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.143,0.857,-,318.15,1.0289
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,318.15,1.0289
TETRABUTYLAMMONIUM CHLORIDE,GLYCEROL,-,0.2,0.8,-,293.15,1.029
L-MENTHOL,L-LACTIC ACID,-,0.333,0.667,-,303.15,1.029
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.091,0.909,-,323.15,1.02917
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,333.15,1.0292
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,333.15,1.02923
TETRAHEXYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,318.15,1.0295
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.143,0.858,-,308.15,1.02956
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,338.15,1.0297
TETRABUTYLAMMONIUM BROMIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,313.15,1.0297
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,348.15,1.0298
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,313.15,1.0298
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.111,0.889,-,313.15,1.02988
CHOLINE CHLORIDE,1.2-BUTANEDIOL,-,0.2,0.8,-,293.0,1.03
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.25,0.75,-,298.15,1.03
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.25,0.75,-,323.15,1.03
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,348.15,1.03
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,323.15,1.03
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.333,0.667,-,333.2,1.03
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,323.15,1.03012
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,343.15,1.0302
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,348.15,1.0302
2-HYDROXYETHYLAZANIUM CHLORIDE,ETHYLENEDIAMINE,-,0.5,0.5,-,313.15,1.0302
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.143,0.857,-,323.15,1.03035
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,338.15,1.0304
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,333.15,1.0304
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,323.15,1.0304
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.167,0.833,-,313.15,1.03051
IMIDAZOLE,ETHANOLAMINE,-,0.2,0.8,-,298.15,1.03059
TETRABUTYLAMMONIUM CHLORIDE,PHENYLACETIC ACID,-,0.333,0.667,-,313.15,1.0306
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,333.15,1.0306
MATRINE,DECANOIC ACID,-,0.5,0.5,-,303.15,1.03061
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,338.15,1.0308
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.2,0.8,-,303.15,1.0309
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,323.15,1.0309
TETRABUTYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,298.15,1.03096
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,353.15,1.0312
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,323.15,1.0315
2-HYDROXYETHYLAZANIUM CHLORIDE,TRIETHYLENETETRAMINE,-,0.143,0.857,-,313.15,1.0315
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,328.15,1.0318
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,308.15,1.0319
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.111,0.889,-,323.15,1.03195
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.143,0.857,-,333.15,1.03197
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.2,0.8,-,293.0,1.032
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.2,0.8,-,338.15,1.032
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.5,0.5,-,333.2,1.032
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,328.15,1.03206
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,318.15,1.0321
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.143,0.857,-,303.15,1.0322
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,313.15,1.0322
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,318.15,1.03238
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.143,0.858,-,303.15,1.03238
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,328.15,1.0324
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.143,0.857,-,348.15,1.0326
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,343.15,1.0327
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,333.15,1.0327
TETRAHEXYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,313.15,1.0327
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,343.15,1.0329
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.111,0.889,-,338.15,1.033
L-MENTHOL,L-LACTIC ACID,-,0.333,0.667,-,298.15,1.033
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,338.15,1.0331
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.25,0.75,-,338.15,1.0331
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,333.15,1.0332
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,343.15,1.0332
TETRABUTYLAMMONIUM BROMIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,308.15,1.0332
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,328.15,1.0333
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,318.15,1.0333
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.167,0.833,-,308.15,1.03333
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.091,0.909,-,303.15,1.03356
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,308.15,1.0337
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,318.15,1.0338
TETRABUTYLAMMONIUM CHLORIDE,PHENYLACETIC ACID,-,0.333,0.667,-,308.15,1.0339
CHOLINE CHLORIDE,1.3-BUTANEDIOL,-,0.2,0.8,-,293.0,1.034
TETRABUTYLAMMONIUM CHLORIDE,GLYCEROL,-,0.167,0.833,-,303.15,1.034
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.167,0.833,-,328.15,1.0341
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,328.15,1.0342
IMIDAZOLE,ETHANOLAMINE,-,0.333,0.667,-,308.15,1.03424
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,318.15,1.0343
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.25,0.75,-,323.2,1.0343
MATRINE,DECANOIC ACID,-,0.5,0.5,-,298.15,1.03439
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,348.15,1.0344
METHYLTRIOCTYLAMMONIUM CHLORIDE,2-NITROBENZOIC ACID,-,0.4,0.6,-,298.15,1.0344
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,333.15,1.0344
TETRABUTYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,293.15,1.03453
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,323.15,1.0348
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,318.15,1.0349
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,323.15,1.03493
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.143,0.857,-,323.15,1.03493
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.2,0.8,-,293.15,1.035
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.167,0.833,-,358.15,1.035
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.143,0.858,-,298.15,1.0352
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,313.15,1.035265
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,338.15,1.0353
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.143,0.857,-,328.15,1.03533
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,313.15,1.0355
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.167,0.833,-,333.15,1.03553
IMIDAZOLE,ETHANOLAMINE,-,0.25,0.75,-,298.15,1.03557
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.125,0.875,-,338.15,1.0356
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.25,0.75,-,313.15,1.0357
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,333.15,1.0357
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,323.15,1.0357
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,308.15,1.0357
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,303.15,1.0357
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,328.15,1.0358
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,338.15,1.0359
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.15,0.85,-,293.0,1.036
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,328.15,1.036
TETRAHEXYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,308.15,1.036
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,338.15,1.0361
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.167,0.833,-,303.15,1.03611
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.091,0.909,-,313.15,1.03626
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,323.15,1.0364
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.333,0.667,-,323.2,1.0364
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,353.15,1.0365
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,313.15,1.0367
TETRABUTYLAMMONIUM BROMIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,303.15,1.0368
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,353.15,1.037
TETRABUTYLAMMONIUM CHLORIDE,PHENYLACETIC ACID,-,0.333,0.667,-,303.15,1.0371
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.111,0.889,-,303.15,1.03717
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,313.15,1.0372
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.143,0.857,-,313.15,1.03725
CHOLINE CHLORIDE,O-CRESOL,-,0.25,0.75,-,353.15,1.0373
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,343.15,1.0376
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,313.15,1.0377
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,318.15,1.0378
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,318.15,1.03786
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,308.15,1.03788
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,333.15,1.0379
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,323.15,1.0379
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,303.15,1.0379
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.5,0.5,-,323.2,1.0379
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.143,0.858,-,293.15,1.038
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,328.15,1.038
L-MENTHOL,L-LACTIC ACID,-,0.333,0.667,-,293.15,1.038
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,313.15,1.0383
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.25,0.75,-,323.15,1.0384
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,328.15,1.0384
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.143,0.857,-,323.15,1.03868
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.143,0.857,-,308.15,1.0387
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.346,0.654,-,353.15,1.0387
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.167,0.833,-,328.15,1.03879
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,323.15,1.0388
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,323.15,1.0389
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,333.15,1.0389
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.111,0.889,-,313.15,1.03894
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.25,0.75,-,303.15,1.039
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,318.15,1.039
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,333.15,1.039
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,308.15,1.039
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,348.15,1.0392
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.2,0.8,-,328.15,1.0392
TETRAHEXYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,303.15,1.0393
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,303.15,1.0393
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,353.15,1.0395
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,318.15,1.0397
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,348.15,1.0399
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.143,0.857,-,338.15,1.0399
TETRABUTYLAMMONIUM CHLORIDE,GLYCEROL,-,0.167,0.833,-,293.15,1.04
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,308.15,1.0401
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,298.15,1.0401
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.25,0.75,-,328.15,1.0402
TETRABUTYLAMMONIUM BROMIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,298.15,1.0402
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,333.15,1.04028
CHOLINE CHLORIDE,O-CRESOL,-,0.25,0.75,-,348.15,1.0404
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.111,0.889,-,328.15,1.0404
TETRABUTYLAMMONIUM CHLORIDE,PHENYLACETIC ACID,-,0.333,0.667,-,298.15,1.0404
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,328.15,1.0406
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,308.15,1.0406
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,313.15,1.04077
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,338.15,1.0408
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,313.15,1.0409
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,303.15,1.040916667
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.091,0.909,-,293.15,1.04094
ETHYLAMMONIUM CHLORIDE,ACETAMIDE,-,0.4,0.6,-,313.15,1.041
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.25,0.75,-,313.2,1.041
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,308.15,1.0411
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,323.15,1.0412
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.167,0.833,-,318.15,1.0415
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,318.15,1.0415
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,318.15,1.0416
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,323.15,1.0416
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.346,0.654,-,348.15,1.0416
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,343.15,1.0417
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.167,0.833,-,293.15,1.04173
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.143,0.857,-,313.15,1.04179
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,308.15,1.0418
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,328.15,1.0418
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,328.15,1.042
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.167,0.833,-,348.15,1.042
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.143,0.857,-,318.15,1.04201
IMIDAZOLE,ETHANOLAMINE,-,0.333,0.667,-,298.15,1.04204
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,318.15,1.0421
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.167,0.833,-,323.15,1.04211
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,313.15,1.0423
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,298.15,1.0423
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,348.15,1.0424
2-HYDROXYETHYLAZANIUM CHLORIDE,ETHANOLAMINE,-,0.1,0.9,-,313.15,1.0424
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,303.15,1.0425
TETRAHEXYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,298.15,1.0426
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,343.15,1.0427
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.333,0.667,-,313.2,1.0428
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.125,0.875,-,328.15,1.043
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,298.15,1.043
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.25,0.75,-,313.15,1.0432
CHOLINE CHLORIDE,O-CRESOL,-,0.25,0.75,-,343.15,1.0433
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,333.15,1.043335
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.091,0.909,-,303.15,1.04336
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,328.15,1.0435
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,323.15,1.0435
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,303.15,1.0435
TETRABUTYLAMMONIUM CHLORIDE,PHENYLACETIC ACID,-,0.333,0.667,-,293.15,1.0436
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,313.15,1.0436
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,308.15,1.04377
2-HYDROXYETHYLAZANIUM CHLORIDE,ACETAMIDE,-,0.5,0.5,-,313.2,1.0438
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,303.15,1.0439
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,333.15,1.044
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,308.15,1.044
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,318.15,1.0443
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,338.15,1.0443
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.143,0.857,-,303.15,1.04436
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.111,0.889,-,293.15,1.04446
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,303.15,1.0445
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,313.15,1.0445
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.346,0.654,-,343.15,1.0445
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHANOLAMINE,-,0.111,0.889,-,358.15,1.0447
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,323.15,1.0447
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,323.15,1.045
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,303.15,1.0452
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,318.15,1.0452
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,313.15,1.0452
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,313.15,1.0453
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,343.15,1.0453
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.143,0.857,-,313.15,1.04532
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,293.15,1.04533
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.167,0.833,-,318.15,1.04539
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,338.15,1.0454
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,308.15,1.0455
L-CYSTINE,DECANOIC ACID,-,0.333,0.667,-,323.15,1.0457
CHOLINE CHLORIDE,O-CRESOL,-,0.333,0.667,-,353.15,1.0458
TETRAHEXYLAMMONIUM BROMIDE,GLYCEROL,-,0.333,0.667,-,293.15,1.0458
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,298.15,1.0459
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,293.15,1.0459
CHOLINE CHLORIDE,N-METHYLDIETHANOLAMINE,-,0.111,0.889,-,303.15,1.04594
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,293.0,1.046
METHYLTRIOCTYLAMMONIUM CHLORIDE,BUTYLPARABEN,-,0.25,0.75,-,298.15,1.046
CHOLINE CHLORIDE,O-CRESOL,-,0.25,0.75,-,338.15,1.0461
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,293.15,1.0462
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.2,0.8,-,318.15,1.0464
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,318.15,1.0465
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,303.15,1.04663
CHOLINE CHLORIDE,2.3-BUTANEDIOL,-,0.25,0.75,-,293.15,1.0468
TETRABUTYLAMMONIUM CHLORIDE,PHENYLACETIC ACID,-,0.333,0.667,-,288.15,1.0468
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,298.15,1.0468
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,328.15,1.046805
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,328.15,1.0472
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.143,0.857,-,328.15,1.0472
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,298.15,1.0472
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,303.15,1.0473
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.25,0.75,-,318.15,1.0473
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,323.15,1.047315
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.25,0.75,-,333.15,1.04735
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,313.15,1.0474
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.346,0.654,-,338.15,1.0474
CHOLINE CHLORIDE,1.3-PROPANEDIOL,-,0.143,0.857,-,333.15,1.04745
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,308.15,1.0476
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,318.15,1.0477
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,293.15,1.0477
CHOLINE CHLORIDE,ETHANOLAMINE,-,0.111,0.889,-,318.15,1.0478
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,308.15,1.0478
L-CYSTINE,DECANOIC ACID,-,0.333,0.667,-,318.15,1.0479
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,318.15,1.048
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.167,0.833,-,308.15,1.048
TETRABUTYLAMMONIUM BROMIDE,ETHANOLAMINE,-,0.143,0.857,-,298.15,1.0481
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,333.15,1.0481
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,338.15,1.0482
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.143,0.857,-,308.15,1.04855
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,308.15,1.0486
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.167,0.833,-,313.15,1.04863
